"","long.fips","long.name","short.fips","year","median.age","hs.plus","bachelors.plus","ag.percent.employ","mean.income","median.income","white.percent","papers.total","papers.daily","ktype_use","k.seats","party.presence","party.comp","general.presence","general.comp","population","pop_density"
"306","610U500US18050","State Senate District 50 (2016), Indiana","18050",2020,37.9,91.4,28.1,0.37,65851,48466,84.4,2,1,"SMD",1,0,0,0,1,132860,809.5690748
"307","610U500US19002","State Senate District 2 (2016), Iowa","19002",2020,37.9,90.8,23.4,9.77,72522,58495,94.18,14,1,"SMD",1,0,0,0,1,61224,29.71870044
"308","610U500US19004","State Senate District 4 (2016), Iowa","19004",2020,44.2,91.7,19.1,9.63,64273,50818,95.82,15,0,"SMD",1,0,0,0,1,59523,20.3809456
"309","610U500US19006","State Senate District 6 (2016), Iowa","19006",2020,41.6,87.4,18.7,8.24,65236,50400,91.01,16,1,"SMD",1,1,1,1,1,61003,24.91926148
"310","610U500US19008","State Senate District 8 (2016), Iowa","19008",2020,36.7,86.9,16.4,0.63,56746,45845,92.39,3,1,"SMD",1,1,1,1,1,60109,1560.543123
"311","610U500US19010","State Senate District 10 (2016), Iowa","19010",2020,40,93.2,31,4.73,88074,65106,94.99,17,2,"SMD",1,1,1,1,1,63969,33.82103281
"312","610U500US19012","State Senate District 12 (2016), Iowa","19012",2020,44.2,90.6,20.1,7.31,64192,50470,95.97,14,0,"SMD",1,1,1,1,1,59055,19.8501466
"313","610U500US19014","State Senate District 14 (2016), Iowa","19014",2020,41.4,91.4,17,5.6,60597,49480,96.18,16,1,"SMD",1,0,0,0,1,60085,23.31949985
"314","610U500US19016","State Senate District 16 (2016), Iowa","19016",2020,34.5,83.7,16.1,0.84,59300,50033,79.58,5,1,"SMD",1,0,0,1,1,63930,2490.164765
"315","610U500US19018","State Senate District 18 (2016), Iowa","19018",2020,33.1,87,27.7,0.39,61628,50600,72.21,5,1,"SMD",1,0,0,0,1,64132,4429.005525
"316","610U500US19020","State Senate District 20 (2016), Iowa","19020",2020,38.1,96.5,49.5,2.08,104334,82845,91.48,5,1,"SMD",1,1,1,1,1,65690,998.0249164
"317","610U500US19022","State Senate District 22 (2016), Iowa","19022",2020,35.1,96.3,55.1,1.14,102045,76918,88.22,7,1,"SMD",1,1,1,1,1,70747,1729.924687
"318","610U500US19024","State Senate District 24 (2016), Iowa","19024",2020,42,93.5,22.9,6.31,67091,54437,95.95,15,3,"SMD",1,1,1,1,1,60751,30.43312512
"319","610U500US19026","State Senate District 26 (2016), Iowa","19026",2020,44.1,90.6,16.3,8.97,62477,49579,97.16,16,2,"SMD",1,1,1,1,1,59756,22.2464292
"320","610U500US19028","State Senate District 28 (2016), Iowa","19028",2020,43.2,91.1,20.8,8.92,64349,51183,96.5,14,1,"SMD",1,1,1,1,1,59896,26.33156957
"321","610U500US19030","State Senate District 30 (2016), Iowa","19030",2020,31.6,95.1,40.3,1.01,79340,60774,92.09,3,1,"SMD",1,1,1,1,1,62902,475.654666
"322","610U500US19032","State Senate District 32 (2016), Iowa","19032",2020,40.2,93.1,21.8,5.61,74702,57829,96.98,15,2,"SMD",1,1,1,1,1,61023,42.7156045
"323","610U500US19034","State Senate District 34 (2016), Iowa","19034",2020,37.6,96.2,37.6,1.07,86862,71768,90.65,4,1,"SMD",1,0,0,0,1,64878,726.6719683
"324","610U500US19036","State Senate District 36 (2016), Iowa","19036",2020,40.5,86.9,18.7,4.71,65266,54307,85.73,9,2,"SMD",1,1,1,1,1,61289,45.22078788
"325","610U500US19038","State Senate District 38 (2016), Iowa","19038",2020,41.5,92.8,21.2,5.73,71465,55779,96.84,6,0,"SMD",1,1,1,1,1,60668,32.14231031
"326","610U500US19040","State Senate District 40 (2016), Iowa","19040",2020,40.7,90.8,23.9,4.6,63057,50410,95.94,10,3,"SMD",1,1,1,1,1,60349,33.83914393
"327","610U500US19042","State Senate District 42 (2016), Iowa","19042",2020,42.9,92,16.2,3.46,59500,47170,93.31,8,5,"SMD",1,1,1,1,1,58646,48.75623628
"328","610U500US19044","State Senate District 44 (2016), Iowa","19044",2020,41.5,89.3,18.4,4.18,61743,47385,91.18,9,2,"SMD",1,1,1,1,1,60818,54.88161983
"329","610U500US19046","State Senate District 46 (2016), Iowa","19046",2020,37.4,90.2,23.6,1.49,72026,58850,89.8,6,2,"SMD",1,1,1,1,1,62055,177.7907023
"330","610U500US19048","State Senate District 48 (2016), Iowa","19048",2020,42.3,92.6,22.2,4.86,77908,63857,96.51,13,1,"SMD",1,1,1,1,1,60154,43.23591584
"331","610U500US19050","State Senate District 50 (2016), Iowa","19050",2020,37.7,91.5,29.9,0.73,62685,49262,91.08,3,1,"SMD",1,1,1,1,1,61425,1431.351074
"332","610U500US20001","State Senate District 1 (2016), Kansas","20001",2020,40.1,93,21.1,6.68,63736,51045,91.43,14,1,"SMD",1,1,1,1,1,71215,17.47953521
"333","610U500US20002","State Senate District 2 (2016), Kansas","20002",2020,29.7,95,49,0.68,71823,52624,86.95,3,1,"SMD",1,0,0,0,1,83888,153.0459404
"334","610U500US20003","State Senate District 3 (2016), Kansas","20003",2020,34.9,92.9,34.3,1.23,72490,59886,86.74,4,2,"SMD",1,1,1,1,1,75600,125.0386611
"335","610U500US20004","State Senate District 4 (2016), Kansas","20004",2020,33.3,75.7,12.6,0.45,43295,34530,44.58,1,0,"SMD",1,1,1,1,1,73830,1852.04696
"336","610U500US20005","State Senate District 5 (2016), Kansas","20005",2020,35.7,91.4,30.1,0.66,76822,65946,77.81,4,1,"SMD",1,1,1,1,1,73205,661.1424701
"337","610U500US20006","State Senate District 6 (2016), Kansas","20006",2020,32.8,76.6,16.7,0.45,50013,40267,73.87,2,0,"SMD",1,1,1,1,1,69655,1343.420317
"338","610U500US20007","State Senate District 7 (2016), Kansas","20007",2020,38.4,97.8,63,0.23,108491,73819,92.19,1,0,"SMD",1,1,1,1,1,72641,3382.5844
"339","610U500US20008","State Senate District 8 (2016), Kansas","20008",2020,39.5,97.3,59.7,0.3,92253,73902,85.02,1,0,"SMD",1,1,1,1,1,72049,3527.49082
"340","610U500US20009","State Senate District 9 (2016), Kansas","20009",2020,35.2,93.3,43.9,0.5,93977,76451,87.18,1,0,"SMD",1,1,1,1,1,76651,499.2737339
"341","610U500US20010","State Senate District 10 (2016), Kansas","20010",2020,38.4,94.8,45.6,0.42,93197,74787,86.17,2,0,"SMD",1,1,1,1,1,72619,1551.091461
"342","610U500US20011","State Senate District 11 (2016), Kansas","20011",2020,42.3,98.6,70.1,0.14,162822,108794,85.97,1,0,"SMD",1,1,1,1,1,72897,2376.197927
"343","610U500US20012","State Senate District 12 (2016), Kansas","20012",2020,40.9,91.1,18.6,4,59922,47428,94.11,6,2,"SMD",1,1,1,1,1,69351,23.84827557
"344","610U500US20013","State Senate District 13 (2016), Kansas","20013",2020,36.5,89.3,23.9,2.28,51177,39152,91.55,8,3,"SMD",1,1,1,1,1,71378,50.41203708
"345","610U500US20014","State Senate District 14 (2016), Kansas","20014",2020,42.7,90.5,19.2,5.76,59814,47753,93.96,13,2,"SMD",1,0,0,0,1,69446,11.12539223
"346","610U500US20015","State Senate District 15 (2016), Kansas","20015",2020,40.3,89.2,18.1,2.84,54231,42686,88.52,8,4,"SMD",1,0,0,0,1,68843,39.31652536
"347","610U500US20016","State Senate District 16 (2016), Kansas","20016",2020,37.2,95.5,42.6,0.77,92789,74333,87.5,8,1,"SMD",1,1,1,1,1,73672,196.3324903
"348","610U500US20017","State Senate District 17 (2016), Kansas","20017",2020,29,90.4,25.2,2.1,58613,44681,80.25,8,1,"SMD",1,1,1,1,1,74479,48.78436993
"349","610U500US20018","State Senate District 18 (2016), Kansas","20018",2020,36.8,91.6,26.6,0.65,62422,49933,86.13,7,1,"SMD",1,1,1,1,1,70996,144.1352918
"350","610U500US20019","State Senate District 19 (2016), Kansas","20019",2020,39.8,88.3,21.1,1.23,63289,51252,82.17,5,2,"SMD",1,1,1,1,1,69404,64.34536077
"351","610U500US20020","State Senate District 20 (2016), Kansas","20020",2020,41,94.4,37.6,0.47,75546,58038,85.96,3,1,"SMD",1,1,1,1,1,72507,167.4217235
"352","610U500US20021","State Senate District 21 (2016), Kansas","20021",2020,35.8,94.2,49.4,0.33,84592,66397,86.27,1,0,"SMD",1,1,1,1,1,75182,1915.269781
"353","610U500US20022","State Senate District 22 (2016), Kansas","20022",2020,25.9,95.4,42.3,2.55,65583,47554,83.89,4,2,"SMD",1,1,1,1,1,87041,65.42114377
"354","610U500US20023","State Senate District 23 (2016), Kansas","20023",2020,33.9,93.7,45.5,0.48,88987,79095,84.82,1,0,"SMD",1,1,1,1,1,72748,3518.815904
"355","610U500US20024","State Senate District 24 (2016), Kansas","20024",2020,38,89.6,23.1,2.67,63498,48758,88.96,3,2,"SMD",1,0,0,0,1,70249,62.23102967
"356","610U500US20025","State Senate District 25 (2016), Kansas","20025",2020,33.8,81.5,18.1,0.5,44835,35236,82.01,7,1,"SMD",1,1,1,1,1,71782,3515.279138
"357","610U500US20026","State Senate District 26 (2016), Kansas","20026",2020,36.7,92,26.7,0.91,75692,65401,92.14,7,1,"SMD",1,0,0,0,1,71699,210.2720965
"358","610U500US20027","State Senate District 27 (2016), Kansas","20027",2020,38.2,95.9,41.3,0.7,85327,72831,91.09,7,1,"SMD",1,1,1,1,1,72385,595.1147724
"359","610U500US20028","State Senate District 28 (2016), Kansas","20028",2020,32.1,83.6,15.6,0.35,50811,41615,79.22,7,1,"SMD",1,1,1,1,1,72606,2089.862414
"360","610U500US20029","State Senate District 29 (2016), Kansas","20029",2020,31.3,81.1,21.5,0.49,45241,32508,57.17,7,1,"SMD",1,1,1,1,1,68798,2874.848523
"361","610U500US20030","State Senate District 30 (2016), Kansas","20030",2020,35.5,91.7,40.9,0.31,82477,52553,70.12,7,1,"SMD",1,1,1,1,1,73777,2408.022717
"362","610U500US20031","State Senate District 31 (2016), Kansas","20031",2020,37.1,92.2,32.2,1.27,73028,59757,91.46,11,2,"SMD",1,0,0,0,1,73729,99.7250187
"363","610U500US20032","State Senate District 32 (2016), Kansas","20032",2020,39.8,90.2,19.8,4.56,60480,47832,91.28,23,2,"SMD",1,0,0,0,1,68728,14.63148366
"364","610U500US20033","State Senate District 33 (2016), Kansas","20033",2020,42.1,88.3,20.7,10.86,62344,47830,93.73,17,1,"SMD",1,0,0,0,1,69528,8.141948707
"365","610U500US20034","State Senate District 34 (2016), Kansas","20034",2020,40.4,87.8,19.5,4.34,60363,46616,92.44,7,1,"SMD",1,1,1,1,1,69731,41.43086231
"366","610U500US20035","State Senate District 35 (2016), Kansas","20035",2020,43,90.3,24,7.05,62991,51310,94.01,17,3,"SMD",1,0,0,0,1,69304,14.12141063
"367","610U500US20036","State Senate District 36 (2016), Kansas","20036",2020,45.9,92.8,21.2,10.82,57186,44945,96.67,23,1,"SMD",1,0,0,0,1,68075,6.926259022
"368","610U500US20037","State Senate District 37 (2016), Kansas","20037",2020,37.5,96.1,43.2,1.13,109890,87214,90.53,2,0,"SMD",1,1,1,1,1,75247,154.3702366
"369","610U500US20038","State Senate District 38 (2016), Kansas","20038",2020,31.5,71.5,16.7,7.78,62520,50166,80.29,11,2,"SMD",1,1,1,1,1,70411,14.33393252
"370","610U500US20039","State Senate District 39 (2016), Kansas","20039",2020,32.8,75.1,17.8,13.19,65470,51398,80.03,10,1,"SMD",1,0,0,0,1,69617,8.750585744
"371","610U500US20040","State Senate District 40 (2016), Kansas","20040",2020,39,92.6,26.8,9.87,61905,48629,94.75,15,2,"SMD",1,1,1,1,1,73329,5.64443674
"372","610U500US21001","State Senate District 1 (2016), Kentucky","21001",2020,40.3,84.2,20.2,2.94,53346,39348,89.83,6,2,"SMD",1,0,0,0,1,109287,53.56168781
"373","610U500US21003","State Senate District 3 (2016), Kentucky","21003",2020,31.5,82.9,15.2,3.54,51334,40021,77.91,4,1,"SMD",1,0,0,1,1,113158,68.8215231
"374","610U500US21005","State Senate District 5 (2016), Kentucky","21005",2020,40.4,80.6,11.9,2.45,54198,41242,94.25,7,0,"SMD",1,0,0,1,1,119566,50.83246959
"375","610U500US21007","State Senate District 7 (2016), Kentucky","21007",2020,40.7,87,24.5,3.5,64953,51697,88.75,5,1,"SMD",1,1,1,1,1,116656,111.1515528
"376","610U500US21009","State Senate District 9 (2016), Kentucky","21009",2020,41.1,79.5,14.1,4.36,50189,38790,93.06,8,1,"SMD",1,1,1,1,1,113362,57.50746858
"377","610U500US21011","State Senate District 11 (2016), Kentucky","21011",2020,36.6,92.4,31.1,0.47,85590,69165,91.78,2,0,"SMD",1,1,1,1,1,125656,510.2077277
"378","610U500US21013","State Senate District 13 (2016), Kentucky","21013",2020,29.3,85.7,34.8,1.44,54419,34865,68.54,1,1,"SMD",1,0,0,1,1,122773,4498.332906
"379","610U500US21015","State Senate District 15 (2016), Kentucky","21015",2020,41.3,81.5,15.8,2.4,52202,36322,94.18,3,2,"SMD",1,0,0,0,1,117846,100.5851807
"380","610U500US21017","State Senate District 17 (2016), Kentucky","21017",2020,36.4,88.3,24.9,1.42,73371,62360,92.66,2,0,"SMD",1,1,1,1,1,122284,188.6205147
"381","610U500US21019","State Senate District 19 (2016), Kentucky","21019",2020,39.7,93.2,40.1,0.35,75981,58452,86.07,3,1,"SMD",1,0,0,0,1,122070,3516.549996
"382","610U500US21021","State Senate District 21 (2016), Kentucky","21021",2020,40.1,77,12.1,1.38,46376,34520,97.42,6,0,"SMD",1,1,1,1,1,118558,70.00188942
"383","610U500US21023","State Senate District 23 (2016), Kentucky","21023",2020,36.7,89.2,29.7,0.26,70666,51353,88.04,0,0,"SMD",1,1,1,1,1,117162,2265.400828
"384","610U500US21025","State Senate District 25 (2016), Kentucky","21025",2020,39.2,70.9,13.2,1.06,40253,26775,96.31,7,1,"SMD",1,0,0,0,1,107411,55.88885397
"385","610U500US21027","State Senate District 27 (2016), Kentucky","21027",2020,39.7,80.5,16.8,5.24,54132,37820,94.7,8,1,"SMD",1,0,0,1,1,117606,52.44211261
"386","610U500US21029","State Senate District 29 (2016), Kentucky","21029",2020,41.2,73.8,11.9,0.67,42234,28498,97.27,6,1,"SMD",1,1,1,1,1,105441,68.08953327
"387","610U500US21031","State Senate District 31 (2016), Kentucky","21031",2020,41.1,75,11.5,1.08,46130,32344,96.75,5,0,"SMD",1,1,1,1,1,112179,54.79122199
"388","610U500US21033","State Senate District 33 (2016), Kentucky","21033",2020,35.9,81.7,13.8,0.16,40181,29079,35.68,3,1,"SMD",1,0,0,0,1,111786,3597.875764
"389","610U500US21035","State Senate District 35 (2016), Kentucky","21035",2020,33,84.4,21.1,0.31,46309,33163,56.58,3,1,"SMD",1,0,0,0,1,118158,3275.615436
"390","610U500US21037","State Senate District 37 (2016), Kentucky","21037",2020,38.3,84.1,14.6,0.56,55761,45035,79.49,3,1,"SMD",1,0,0,0,1,120052,2441.371456
"391","610U500US23001","State Senate District 1 (2016), Maine","23001",2020,48,86.4,18.9,5.73,49953,38061,95.5,4,0,"SMD",1,1,1,1,1,35014,7.876513261
"392","610U500US23002","State Senate District 2 (2016), Maine","23002",2020,46.6,88.3,16.6,6.37,51475,37636,95.12,10,1,"SMD",1,1,1,1,1,38587,10.95525683
"393","610U500US23003","State Senate District 3 (2016), Maine","23003",2020,46.3,88,17.5,4.86,52303,40511,96.44,4,2,"SMD",1,1,1,1,1,36084,10.05609105
"394","610U500US23004","State Senate District 4 (2016), Maine","23004",2020,48,88.8,15.2,4.61,48611,37491,96.96,7,1,"SMD",1,1,1,1,1,36000,7.973167633
"395","610U500US23005","State Senate District 5 (2016), Maine","23005",2020,37.8,91.7,25.7,2.13,54859,39807,92.31,6,1,"SMD",1,1,1,1,1,38606,46.00426844
"396","610U500US23006","State Senate District 6 (2016), Maine","23006",2020,47.5,88,20.6,12.4,53183,40061,91.91,9,0,"SMD",1,1,1,1,1,35205,13.2130863
"397","610U500US23007","State Senate District 7 (2016), Maine","23007",2020,48.3,94.3,34.8,5.42,67396,50794,95.61,7,0,"SMD",1,1,1,1,1,39183,40.85899512
"398","610U500US23008","State Senate District 8 (2016), Maine","23008",2020,45,92.3,24.7,2.6,64972,50153,97.8,13,1,"SMD",1,1,1,1,1,38477,39.19593178
"399","610U500US23009","State Senate District 9 (2016), Maine","23009",2020,36.5,92,29.5,0.56,57854,40770,93.86,6,1,"SMD",1,1,1,1,1,38229,545.1006673
"400","610U500US23010","State Senate District 10 (2016), Maine","23010",2020,43.5,90.8,23.9,1.52,67700,55957,96.68,6,1,"SMD",1,1,1,1,1,36282,74.04746695
"401","610U500US23011","State Senate District 11 (2016), Maine","23011",2020,45.4,91.9,29.2,2.74,58419,45480,96.72,1,0,"SMD",1,1,1,1,1,39071,53.52404411
"402","610U500US23012","State Senate District 12 (2016), Maine","23012",2020,47.5,93.3,30.6,6.54,65205,52446,96.48,3,0,"SMD",1,1,1,1,1,38193,116.7656707
"403","610U500US23013","State Senate District 13 (2016), Maine","23013",2020,49.6,92.6,31.5,4.94,66285,52686,97.02,10,2,"SMD",1,1,1,1,1,36420,73.11784782
"404","610U500US23014","State Senate District 14 (2016), Maine","23014",2020,45.5,92.8,28.6,0.88,68482,54473,96.77,4,2,"SMD",1,1,1,1,1,36713,161.7448156
"405","610U500US23015","State Senate District 15 (2016), Maine","23015",2020,42.9,90.3,24.2,1.82,58673,47557,95.91,4,2,"SMD",1,1,1,1,1,37708,173.5656256
"406","610U500US23016","State Senate District 16 (2016), Maine","23016",2020,41.4,90.5,19.7,1.72,53968,39689,94.4,4,2,"SMD",1,1,1,1,1,38450,170.4245766
"407","610U500US23017","State Senate District 17 (2016), Maine","23017",2020,45.5,92.6,26.8,3.89,59360,46511,96.9,5,2,"SMD",1,1,1,1,1,36632,19.99972702
"408","610U500US23018","State Senate District 18 (2016), Maine","23018",2020,46.6,91.5,17.8,3.77,54083,42226,96.58,5,1,"SMD",1,1,1,1,1,36358,20.75503149
"409","610U500US23019","State Senate District 19 (2016), Maine","23019",2020,45.2,90.9,22.1,1.38,55559,45411,96.8,11,2,"SMD",1,1,1,1,1,39815,74.13828098
"410","610U500US23020","State Senate District 20 (2016), Maine","23020",2020,40.9,91.4,23.4,1.05,67877,52473,93.02,10,3,"SMD",1,1,1,1,1,39679,209.6478483
"411","610U500US23021","State Senate District 21 (2016), Maine","23021",2020,39.6,86.4,17.9,1.12,50482,38199,88.29,2,1,"SMD",1,1,1,1,1,36277,1062.377368
"412","610U500US23022","State Senate District 22 (2016), Maine","23022",2020,42.2,92,22.6,1.64,71108,59843,96.1,6,3,"SMD",1,1,1,1,1,36537,125.5437584
"413","610U500US23023","State Senate District 23 (2016), Maine","23023",2020,45.9,94.4,33,2.55,70325,56101,95.77,3,0,"SMD",1,1,1,1,1,36955,129.9292605
"414","610U500US23024","State Senate District 24 (2016), Maine","23024",2020,46.1,94.8,47.1,2.86,91484,66497,94.69,8,2,"SMD",1,1,1,1,1,39018,260.7667014
"415","610U500US23025","State Senate District 25 (2016), Maine","23025",2020,45.3,96.9,56.3,1.17,121244,82582,95.42,8,2,"SMD",1,1,1,1,1,40710,332.2614345
"416","610U500US23026","State Senate District 26 (2016), Maine","23026",2020,42.2,93.6,30.5,0.68,77324,65152,96.58,8,2,"SMD",1,1,1,1,1,37619,181.956691
"417","610U500US23027","State Senate District 27 (2016), Maine","23027",2020,34.6,92.1,46,0.59,58428,41250,84.25,8,2,"SMD",1,0,0,1,1,39927,3939.127861
"418","610U500US23028","State Senate District 28 (2016), Maine","23028",2020,38.8,92.8,40.4,0.56,69772,54862,86.11,8,2,"SMD",1,0,0,0,1,40414,2019.791094
"419","610U500US23029","State Senate District 29 (2016), Maine","23029",2020,43.7,96.6,50.1,0.78,89574,65035,94.25,8,2,"SMD",1,1,1,1,1,36958,1128.833232
"420","610U500US23030","State Senate District 30 (2016), Maine","23030",2020,42.4,95.5,41.3,0.3,92026,76912,93.42,14,3,"SMD",1,1,1,1,1,41553,327.8808825
"421","610U500US23031","State Senate District 31 (2016), Maine","23031",2020,46.5,93,28.9,0.74,73124,55757,95.88,6,1,"SMD",1,1,1,1,1,36733,291.5502572
"422","610U500US23032","State Senate District 32 (2016), Maine","23032",2020,40.4,90.5,25.9,1.05,69333,52448,94.89,6,1,"SMD",1,1,1,1,1,38399,242.0069453
"423","610U500US23033","State Senate District 33 (2016), Maine","23033",2020,41.5,90.1,18.3,1.41,59065,49067,95.14,6,1,"SMD",1,1,1,1,1,38941,137.9262712
"424","610U500US23034","State Senate District 34 (2016), Maine","23034",2020,46.9,92.2,33,0.51,81758,65162,98.23,6,1,"SMD",1,1,1,1,1,39572,158.4001473
"425","610U500US23035","State Senate District 35 (2016), Maine","23035",2020,46.8,95.9,43.9,0.76,91666,73509,96.53,6,1,"SMD",1,1,1,1,1,39604,283.4688502
"426","610U500US25037","First Bristol & Plymouth District (2016), Massachusetts","25037",2020,42.3,79.8,21.2,0.42,68031,51357,89.23,25,5,NA,NA,0,0,0,NA,164926,781.1104323
"427","610U500US25019","First Essex District (2016), Massachusetts","25019",2020,41.4,91,36.2,0.22,89709,71123,86.18,18,5,"SMD",1,1,1,1,1,176681,1635.178158
"428","610U500US25020","First Essex & Middlesex District (2016), Massachusetts","25020",2020,45.1,95.3,48.7,0.67,123540,94933,93.67,56,9,"SMD",1,0,0,0,1,176749,649.3159643
"429","610U500US25007","First Hampden & Hampshire District (2016), Massachusetts","25007",2020,43.6,89.9,33.7,0.19,88796,70242,88.05,17,3,"SMD",1,0,0,0,1,162649,806.5226338
"430","610U500US25013","First Middlesex District (2016), Massachusetts","25013",2020,35.9,86,34.8,0.31,86930,64731,69.43,38,4,"SMD",1,1,1,1,1,172377,1301.45943
"431","610U500US25029","First Middlesex & Norfolk District (2016), Massachusetts","25029",2020,38.4,97.1,79.3,0.05,178446,120202,77.68,69,5,"SMD",1,0,0,0,1,165162,5341.763964
"432","610U500US25036","First Plymouth & Bristol District (2016), Massachusetts","25036",2020,41.9,89.5,26.8,0.54,85195,69818,89.21,25,5,"SMD",1,0,0,0,1,174578,603.566539
"433","610U500US25001","First Suffolk District (2016), Massachusetts","25001",2020,33.5,83.5,34.1,0.08,81455,60371,38.19,17,2,"SMD",1,0,0,0,1,175891,13638.1329
"434","610U500US25027","First Suffolk & Middlesex District (2016), Massachusetts","25027",2020,34,83.3,40.9,0.15,95250,62130,72.62,55,6,"SMD",1,0,0,0,1,180738,12022.74995
"435","610U500US25010","First Worcester District (2016), Massachusetts","25010",2020,36.4,87.6,37.2,0.21,78670,55640,76.29,20,6,"SMD",1,0,0,0,1,172791,1233.42851
"436","610U500US25038","Second Bristol & Plymouth District (2016), Massachusetts","25038",2020,40.1,78.1,21.9,1.58,65496,47921,78.88,25,5,"SMD",1,0,0,0,1,162251,1256.668629
"437","610U500US25021","Second Essex District (2016), Massachusetts","25021",2020,41.9,92.4,39,0.26,89841,68334,88.51,18,5,"SMD",1,0,0,0,1,169998,2624.033341
"438","610U500US25018","Second Essex & Middlesex District (2016), Massachusetts","25018",2020,36.5,83,31,0.23,92447,66362,68.76,56,9,"SMD",1,1,1,1,1,175618,2219.052072
"439","610U500US25005","Second Hampden & Hampshire District (2016), Massachusetts","25005",2020,40.4,89.2,29.4,0.41,71936,56298,90.78,17,3,"SMD",1,1,1,1,1,159282,584.5833135
"440","610U500US25025","Second Middlesex District (2016), Massachusetts","25025",2020,34.1,91.8,58.8,0.09,110741,83665,75.81,38,4,"SMD",1,0,0,0,1,179432,9625.663859
"441","610U500US25015","Second Middlesex & Norfolk District (2016), Massachusetts","25015",2020,40,93.4,55.2,0.16,115462,92188,81.92,69,5,"SMD",1,0,0,0,1,165705,1468.143922
"442","610U500US25035","Second Plymouth & Bristol District (2016), Massachusetts","25035",2020,38,87.2,24.9,0.32,81188,64558,65.84,25,5,"SMD",1,1,1,1,1,163245,1509.319699
"443","610U500US25002","Second Suffolk District (2016), Massachusetts","25002",2020,32.5,83.5,41.1,0.09,77224,44956,37.87,17,2,"SMD",1,0,0,0,1,167133,13933.55565
"444","610U500US25028","Second Suffolk & Middlesex District (2016), Massachusetts","25028",2020,28.7,94.5,69.7,0.01,104369,68340,75.76,55,6,"SMD",1,0,0,0,1,171335,13071.02533
"445","610U500US25011","Second Worcester District (2016), Massachusetts","25011",2020,39.2,90.5,37.8,0.14,90789,68715,79.68,20,6,"SMD",1,0,0,0,1,174836,1232.385034
"446","610U500US25022","Third Essex District (2016), Massachusetts","25022",2020,39.3,86.6,32.9,0.35,96159,70102,68.72,18,5,"SMD",1,0,0,0,1,170420,4280.188869
"447","610U500US25016","Third Middlesex District (2016), Massachusetts","25016",2020,40.5,94.7,61.6,0.14,148239,108018,79.99,38,4,"SMD",1,0,0,0,1,177399,1253.47286
"448","610U500US25024","Fourth Middlesex District (2016), Massachusetts","25024",2020,41.8,94.8,51.9,0.07,121974,97575,82.49,38,4,"SMD",1,0,0,0,1,173070,2657.463993
"449","610U500US25023","Fifth Middlesex District (2016), Massachusetts","25023",2020,39.9,91.9,46.4,0.12,102961,79173,78.59,38,4,"SMD",1,1,1,1,1,173610,4875.315922
"450","610U500US25004","Berkshire, Hampshire, Franklin & Hampden District (2016); Massachusetts","25004",2020,46.6,91.3,33.6,1.11,73403,54358,92.34,21,5,"SMD",1,0,0,0,1,153053,103.5098659
"451","610U500US25031","Bristol & Norfolk District (2016), Massachusetts","25031",2020,41.7,94.4,46.6,0.28,119254,93175,90.64,42,5,"SMD",1,1,1,1,1,161047,812.3430013
"452","610U500US25040","Cape & Islands District (2016), Massachusetts","25040",2020,51.8,95,41.1,1.17,87231,63406,91.5,13,1,"SMD",1,1,1,1,1,170702,410.3837656
"453","610U500US25003","Hampden District (2016), Massachusetts","25003",2020,32.8,77,17.2,0.99,48859,34392,60.84,10,2,"SMD",1,0,0,0,1,157757,4154.67067
"454","610U500US25006","Hampshire, Franklin & Worcester District (2016); Massachusetts","25006",2020,35.2,93.6,44.5,1.24,76592,57374,87.79,28,8,"SMD",1,0,0,0,1,158304,244.1482249
"455","610U500US25026","Middlesex & Suffolk District (2016), Massachusetts","25026",2020,31.2,84.1,46.4,0.12,91021,63150,62.39,55,6,"SMD",1,0,0,0,1,178943,15870.77605
"456","610U500US25014","Middlesex & Worcester District (2016), Massachusetts","25014",2020,42.3,94.2,53.8,0.5,124025,96049,81.26,58,10,"SMD",1,1,1,1,1,176551,877.1543694
"457","610U500US25017","Norfolk, Bristol & Middlesex District (2016); Massachusetts","25017",2020,41.3,95.3,55,0.16,140406,104724,89.43,80,9,"SMD",1,1,1,1,1,166890,1095.402186
"458","610U500US25033","Norfolk & Plymouth District (2016), Massachusetts","25033",2020,40.2,91.4,37.8,0.09,85498,69141,73.7,45,2,"SMD",1,0,0,1,1,162597,3131.984975
"459","610U500US25030","Norfolk & Suffolk District (2016), Massachusetts","25030",2020,41.4,93.4,51.8,0.23,120278,88815,77.37,48,3,"SMD",1,0,0,0,1,164397,2646.740618
"460","610U500US25039","Plymouth & Barnstable District (2016), Massachusetts","25039",2020,45.9,95.4,38.4,0.38,97799,79145,93.16,24,2,"SMD",1,1,1,1,1,161320,610.0069577
"461","610U500US25034","Plymouth & Norfolk District (2016), Massachusetts","25034",2020,44.9,95.9,49.3,0.4,120530,89143,93.34,45,2,"SMD",1,1,1,1,1,167530,1175.071895
"462","610U500US25008","Worcester, Hampden, Hampshire & Middlesex District (2016); Massachusetts","25008",2020,43.4,92.2,28.6,0.93,82854,68483,96.22,75,13,"SMD",1,1,1,1,1,164526,195.1746686
"463","610U500US25009","Worcester & Middlesex District (2016), Massachusetts","25009",2020,40.1,88.2,30,0.49,81159,63889,87.97,58,10,"SMD",1,1,1,1,1,161361,605.9551169
