candidate_ID,assigned_ID,year,website,website.binary,party_full,incumbent_status,party_short
FL-946NZ2N_Young_D,946NZ2N,2018,http://www.danayoung.com/,1,Republican,I,R
FL-X3N0Z59_Gibson_M,X3N0Z59,2018,NA,0,Democrat,C,D
FL-I72Q30U_Gainer_G,I72Q30U,2018,http://www.georgegainer.com/,1,Republican,I,R
FL-O5X42X8_Lewis_K,O5X42X8,2018,https://www.kathyforflorida.com/,1,Democrat,C,D
FL-03GZ1U8_Lee_T,03GZ1U8,2018,http://votetomlee.com/,1,Republican,I,R
FL-192ZWO7_Doyel_B,192ZWO7,2018,https://bobdoyel.com/,1,Democrat,C,D
FL-BT36A23_Stargel_K,BT36A23,2018,https://www.votestargel.com/,1,Republican,I,R
FL-6HJ7P69_Cross_L,6HJ7P69,2018,https://lindsaycrossforsenate.com/,1,Democrat,C,D
FL-M22CH71_Brandes_J,M22CH71,2018,http://electjeffbrandes.com/,1,Republican,I,R
FL-E117WE4_Price_C,E117WE4,2018,https://www.priceflsenate26.com/,1,Democrat,C,D
FL-ZE0K543_Albritton_B,ZE0K543,2018,http://www.benalbritton.com/,1,Republican,C,R
FL-17K6UW2_Karim_A,17K6UW2,2018,http://www.karimforsenate.com/,1,Democrat,C,D
FL-QT163U0_Passidomo_K,QT163U0,2018,http://kathleenpassidomo.com/,1,Republican,I,R
FL-8UGL103_Powell_B,8UGL103,2018,NA,0,Democrat,I,D
FL-C757KF8_Book_L,C757KF8,2018,http://laurenbook.com/,1,Democrat,I,D
FL-78NWQ04_Farmer_G,78NWQ04,2018,http://www.electgaryfarmer.com/,1,Democrat,I,D
FL-2MZ53Y5_Perez_D,2MZ53Y5,2018,https://davidperezforsenate.com/,1,Democrat,C,D
FL-O9X537W_Diaz_M,O9X537W,2018,http://votemannydiazjr.com/,1,Republican,C,R
FL-G9E2B40_Pizzo_J,G9E2B40,2018,https://jasonpizzo.com/,1,Democrat,C,D
FL-50ZS65I_Bussard_B,50ZS65I,2018,http://www.billee4flsenate4.com/,1,Democrat,C,D
FL-11BZO89_Tavares_J,11BZO89,2018,NA,0,Libertarian,C,O
FL-5L942YQ_Bean_A,5L942YQ,2018,https://aaronbean.com/,1,Republican,I,R
FL-K1PI770_Cancio_M,K1PI770,2018,https://www.marilicancio.com/,1,Republican,C,R
FL-X05H5G2_Taddeo_A,X05H5G2,2018,http://www.annettetaddeo.com/,1,Democrat,I,D
FL-03XXZ75_Gibson_A,03XXZ75,2018,NA,0,Democrat,I,D
FL-U01R3W6_Goston_C,U01R3W6,2018,https://reelectcharlesgoston.com/,1,Independent,C,O
FL-W3D4B22_Enneking_K,W3D4B22,2018,https://www.ennekingforflorida.com/,1,Democrat,C,D
FL-7ID695O_Perry_K,7ID695O,2018,http://votekeithperry.com/,1,Republican,I,R
GA-IO67T09_Moore_C,IO67T09,2018,https://coltonmoore.com/,1,Republican,C,R
GA-0E043GD_Rogers_T,0E043GD,2018,http://www.voteterryrogers.com/,1,Republican,I,R
GA-40DC87R_McClain_D,40DC87R,2018,http://deweymcclain.com/,1,Democrat,I,D
GA-477V8IP_Park_S,477V8IP,2018,http://www.samforgeorgia.com/,1,Democrat,I,D
GA-B243R6H_Clark_V,B243R6H,2018,http://valerieforgahouse.com,1,Republican,C,R
GA-7X96GO3_Kennard_G,7X96GO3,2018,https://greggkennard4georgia.com/,1,Democrat,O,D
GA-G2B9E07_Hastings_P,G2B9E07,2018,http://www.votepaulahastings.com/,1,Republican,O,R
GA-W93H13W_Barr_T,W93H13W,2018,http://votetimothybarr.com/,1,Republican,I,R
GA-N97D49A_Stephenson_A,N97D49A,2018,https://andreaforgeorgiahd104.com/,1,Democrat,C,D
GA-C6525DA_Efstration_C,C6525DA,2018,http://www.chuckforhouse.com/,1,Republican,I,R
GA-330F3ZX_Sheldon_D,330F3ZX,2018,https://www.sheldonforhouse.com/,1,Republican,O,R
GA-3H01Y1F_McLeod_D,3H01Y1F,2018,http://www.electdonnamcleod.com/,1,Democrat,O,D
GA-0GMO035_Harrell_B,0GMO035,2018,http://www.voteharrell.com,1,Republican,I,R
GA-815JE0F_Leslie_E,815JE0F,2018,https://writeemilylesliein.com/,1,Independent,C,O
GA-847TX8H_Mihoci_J,847TX8H,2018,https://janetmihoci.com/,1,Republican,O,R
GA-6Y66SP1_Hutchinson_S,6Y66SP1,2018,https://www.shellyforgeorgia.com/,1,Democrat,O,D
GA-AR7H747_Clark_J,AR7H747,2018,https://www.jasmineclarkforgeorgia.com/,1,Democrat,C,D
GA-LO1530P_Cox_C,LO1530P,2018,http://www.voteclaycox.com/,1,Republican,I,R
GA-FG6739E_Lewis-Ward_R,FG6739E,2018,https://www.votelewisward.com/,1,Democrat,C,D
GA-L48R2P2_Rutledge_D,L48R2P2,2018,http://www.daleforstatehouse.com/,1,Republican,I,R
GA-01F74ZZ_Shiver_L,01F74ZZ,2018,https://shiverforthestatehouse2018.com/,1,Democrat,C,D
GA-2E8P3Q7_Jasperse_R,2E8P3Q7,2018,http://www.rickjasperse.org/,1,Republican,I,R
GA-W5517ED_Welch_A,W5517ED,2018,http://andywelchforhouse.com/,1,Republican,I,R
GA-6TM321K_Holly_E,6TM321K,2018,https://www.elforstaterep.com/,1,Democrat,C,D
GA-N16XB07_Cauble_G,N16XB07,2018,https://votecauble.com/,1,Republican,I,R
GA-TQ8740H_Belton_D,TQ8740H,2018,http://www.davebelton.com/,1,Republican,I,R
GA-Z4W24U2_Dickerson_P,Z4W24U2,2018,http://pamforthepeople.com/,1,Democrat,I,D
GA-581Z4OU_Kirby_T,581Z4OU,2018,http://kirbyforgeorgia.com/,1,Republican,I,R
GA-2GX27M3_England_T,2GX27M3,2018,https://terryenglandforgeorgia.com/,1,Republican,I,R
GA-MH9023J_Gonzalez_D,MH9023J,2018,http://votedeborahgonzalez.com/,1,Democrat,I,D
GA-LXL0207_Gaines_H,LXL0207,2018,http://www.houstongaines.com/,1,Republican,C,R
GA-0Q24NF6_Frye_S,0Q24NF6,2018,http://www.spencerfrye.com/,1,Democrat,I,D
GA-7V56N3G_Wallace_J,7V56N3G,2018,https://www.wallacefor119.com/,1,Democrat,I,D
GA-3H7P82P_Wiedower_M,3H7P82P,2018,https://www.votemarcuswiedower.com,1,Republican,C,R
GA-9WE823B_Lumsden_E,9WE823B,2018,NA,0,Republican,I,R
GA-M68U76F_Hogg_C,M68U76F,2018,https://chuckhoggforgeorgiahd120.com/,1,Democrat,C,D
GA-X48AU51_Rhodes_T,X48AU51,2018,NA,0,Republican,I,R
GA-44Y1V9F_Fleming_B,44Y1V9F,2018,NA,0,Republican,I,R
GA-8VHW635_Lott_J,8VHW635,2018,NA,0,Republican,I,R
GA-586G1EE_Richard_S,586G1EE,2018,https://www.votescottrichard.com/,1,Democrat,C,D
GA-SXO7138_Newton_M,SXO7138,2018,http://electdrmarknewton.com/,1,Republican,I,R
GA-36G40HL_Howard_H,36G40HL,2018,NA,0,Democrat,I,D
GA-04R2Q0O_Nelson_S,04R2Q0O,2018,NA,0,Democrat,I,D
GA-V55S09P_Harris_W,V55S09P,2018,NA,0,Republican,C,R
GA-4V08WH0_Frazier_G,4V08WH0,2018,NA,0,Democrat,I,D
GA-25ZL0V7_Prince_B,25ZL0V7,2018,NA,0,Democrat,I,D
GA-D8M17G9_Williams_J,D8M17G9,2018,https://www.jacksonforgeorgia.com/,1,Republican,C,R
GA-W977VK9_Jackson_M,W977VK9,2018,NA,0,Democrat,I,D
GA-691HJ8X_Holmes_S,691HJ8X,2018,https://representativesusanholmes.wordpress.com/,1,Republican,I,R
GA-IEK9278_Burnette_J,IEK9278,2018,https://burnette4rome.com/,1,Democrat,C,D
GA-7019QBB_Dempsey_K,7019QBB,2018,NA,0,Republican,I,R
GA-45EM6K2_Knight_D,45EM6K2,2018,http://www.davidknightforgeorgia.com/,1,Republican,I,R
GA-19DW0J5_Benton_C,19DW0J5,2018,https://christopherbenton.us/,1,Democrat,O,D
GA-Q1K3P15_Pullin_K,Q1K3P15,2018,http://www.pullinforgeorgia.com/,1,Republican,O,R
GA-S86K65D_Gomez_L,S86K65D,2018,NA,0,Republican,C,R
GA-UOM1345_Trammell_R,UOM1345,2018,http://www.bobtrammell.com/,1,Democrat,I,D
GA-5R39BE2_Bruce_R,5R39BE2,2018,http://www.rogerbruce.net,1,Democrat,I,D
GA-24FJY64_Smith_V,24FJY64,2018,http://www.votevancesmith.com/,1,Republican,O,R
GA-F874HW8_Smith_R,F874HW8,2018,NA,0,Republican,I,R
GA-074LC9B_Smyre_C,074LC9B,2018,NA,0,Democrat,I,D
GA-4MQ885B_Hugley_C,4MQ885B,2018,NA,0,Democrat,I,D
GA-33VQY99_Buckner_D,33VQY99,2018,NA,0,Democrat,I,D
GA-9208HGN_Hooks_B,9208HGN,2018,https://www.hooksforhouse.com/,1,Democrat,O,D
GA-RO7B244_Cheokas_M,RO7B244,2018,NA,0,Republican,O,R
GA-8C3Q61I_Bentley_P,8C3Q61I,2018,NA,0,Democrat,I,D
GA-6L9IW38_Coomer_C,6L9IW38,2018,http://coomerforgeorgia.com/,1,Republican,I,R
GA-Y0O4U30_Dickey_R,Y0O4U30,2018,http://voterobertdickey.com/,1,Republican,I,R
GA-0B0NT23_Washburn_D,0B0NT23,2018,http://www.washburnforstatehouse.com/,1,Republican,O,R
GA-7AP5N68_Paris_M,7AP5N68,2018,NA,0,Democrat,I,D
GA-LI4492T_Beverly_J,LI4492T,2018,NA,0,Democrat,I,D
GA-68R54SU_Mathis_D,68R54SU,2018,NA,0,Republican,O,R
GA-05U0ZD5_Walden_J,05U0ZD5,2018,https://www.jessicaforgeorgia.com/,1,Democrat,O,D
GA-1LV2N77_Williams_R,1LV2N77,2018,NA,0,Republican,I,R
GA-44Y3C7J_Blackmon_S,44Y3C7J,2018,http://www.shawblackmon.com/,1,Republican,I,R
GA-8V17WE6_Miller_F,8V17WE6,2018,https://www.fenikamiller.com/,1,Democrat,C,D
GA-1W0QE83_Clark_H,1W0QE83,2018,NA,0,Republican,I,R
GA-31JSS71_Deriso_J,31JSS71,2018,http://joshderiso.com/,1,Democrat,O,D
GA-J2K32I1_Williams_N,J2K32I1,2018,NA,0,Republican,O,R
GA-04DR30C_Pruett_J,04DR30C,2018,http://www.jimmypruett.com/,1,Republican,I,R
GA-E2679IK_Gambill_M,E2679IK,2018,http://www.votegambill.com/,1,Republican,C,R
GA-458EIX1_Hatchett_M,458EIX1,2018,NA,0,Republican,I,R
GA-732P5HW_Barlow_J,732P5HW,2018,https://joycebarlow.com/,1,Democrat,C,D
GA-514G1RX_Greene_G,514G1RX,2018,NA,0,Republican,I,R
GA-E316Y4G_Batten_M,E316Y4G,2018,NA,0,Democrat,C,D
GA-597BYS5_Rynders_E,597BYS5,2018,NA,0,Republican,I,R
GA-48R3IO1_Taylor_T,48R3IO1,2018,https://www.electtracytaylor.com/,1,Republican,O,R
GA-S5A77I8_Dukes_W,S5A77I8,2018,NA,0,Democrat,I,D
GA-9A6O45T_Pirkle_C,9A6O45T,2018,http://claypirkle.com/,1,Republican,I,R
GA-QC430V9_Morris_G,QC430V9,2018,NA,0,Republican,I,R
GA-1N2Y7R1_Werkheiser_B,1N2Y7R1,2018,http://www.voteforbill.info/,1,Republican,I,R
GA-ED1983U_Parrish_B,ED1983U,2018,NA,0,Republican,I,R
GA-99GL89T_Burns_J,99GL89T,2018,http://votejonburns.com/,1,Republican,I,R
GA-R6O2H33_Kelley_T,R6O2H33,2018,http://www.kelleyforhouse.com/,1,Republican,I,R
GA-6I7VH02_Tankersley_J,6I7VH02,2018,http://www.jantankersley.com/,1,Republican,I,R
GA-9P4B6M7_Bridges_A,9P4B6M7,2018,https://bridgesforgeorgia.com/,1,Democrat,C,D
GA-Q004ID8_Hitchens_B,Q004ID8,2018,NA,0,Republican,I,R
GA-7MI667F_Gilliard_C,7MI667F,2018,NA,0,Democrat,I,D
GA-N70Y69I_Gordon_J,N70Y69I,2018,NA,0,Democrat,I,D
GA-4178HPC_Scott_A,4178HPC,2018,https://aliciascottforward.com/,1,Democrat,C,D
GA-613GK6Z_Stephens_R,613GK6Z,2018,NA,0,Republican,I,R
GA-E64P85H_Stephens_E,E64P85H,2018,NA,0,Democrat,I,D
GA-3EZ60C1_Petrea_J,3EZ60C1,2018,https://www.jessepetrea.com/,1,Republican,I,R
GA-H14P4S5_King_C,H14P4S5,2018,https://www.cedricforgeorgia.com/,1,Democrat,C,D
GA-4G8Y7B0_Jones_J,4G8Y7B0,2018,https://www.votejeffjones.com/,1,Republican,I,R
GA-T13AZ52_Williams_A,T13AZ52,2018,NA,0,Democrat,I,D
GA-61F30PA_Lariccia_D,61F30PA,2018,NA,0,Republican,I,R
GA-5JS6E63_Momtahan_M,5JS6E63,2018,https://martinmomtahan.gop/,1,Republican,C,R
GA-73C3U5L_Meers_R,73C3U5L,2018,https://www.ralphmmeers.com/,1,Democrat,C,D
GA-F78Q45D_Houston_P,F78Q45D,2018,NA,0,Republican,I,R
GA-7B1BM03_Powell_J,7B1BM03,2018,NA,0,Republican,I,R
GA-6EJR710_Watson_S,6EJR710,2018,http://www.votesamwatson.com/,1,Republican,I,R
GA-YW9F626_Titus_T,YW9F626,2018,https://twittytitus.com/,1,Democrat,C,D
GA-7RNL751_Taylor_D,7RNL751,2018,http://www.darleneforgeorgia.com/,1,Republican,I,R
GA-L7N49K3_Corbett_J,L7N49K3,2018,NA,0,Republican,I,R
GA-ZJ6006C_LaHood_J,ZJ6006C,2018,http://www.lahoodforgeorgia.com/,1,Republican,I,R
GA-F239U2T_Gear_T,F239U2T,2018,https://trevagear.com/,1,Democrat,C,D
GA-2YTG255_Shaw_J,2YTG255,2018,http://shawforhouse.com/,1,Republican,I,R
GA-Q1R1C43_Sharper_D,Q1R1C43,2018,NA,0,Democrat,I,D
GA-6R9P2U3_O'Driscoll_G,6R9P2U3,2018,NA,0,Democrat,O,D
GA-Q83B1P6_Meeks_S,Q83B1P6,2018,NA,0,Republican,O,R
GA-5HY438O_Jordan_J,5HY438O,2018,https://www.juliejordanforgeorgia.com/,1,Democrat,C,D
GA-E07P29V_Hogan_D,E07P29V,2018,NA,0,Republican,I,R
GA-N205E0X_Cooke_K,N205E0X,2018,http://kevincooke.org/,1,Republican,I,R
GA-29W16LX_Rhudy_P,29W16LX,2018,https://sites.google.com/site/electpatrhudy/home,1,Democrat,C,D
GA-3446JKV_Sainz_S,3446JKV,2018,http://stevensainz.com/,1,Republican,O,R
GA-28G7F9Q_Feliciano_A,28G7F9Q,2018,NA,0,Democrat,C,D
GA-EJ8849N_Gullett_J,EJ8849N,2018,http://josephgullett.com/,1,Republican,C,R
GA-J51P20F_Tarvin_S,J51P20F,2018,http://www.stevetarvin.com/,1,Republican,I,R
GA-BER1063_Burnaman_L,BER1063,2018,http://www.vote4lillian.com/,1,Democrat,C,D
GA-M9X17P5_Caldwell_M,M9X17P5,2018,http://www.caldwellforhouse.com/,1,Republican,I,R
GA-3U9YF82_Whitfield_M,3U9YF82,2018,https://whitfieldforhouse.com/,1,Democrat,C,D
GA-D1F937T_Turner_S,D1F937T,2018,NA,0,Republican,I,R
GA-JC6027X_Ravenscraft_C,JC6027X,2018,https://ravenscraftforhd22.com/,1,Democrat,C,D
GA-LU09Z09_Cantrell_W,LU09Z09,2018,http://cantrellforhouse.com/,1,Republican,I,R
GA-N5624RD_Wynn_A,N5624RD,2018,https://wynnforgeorgia.com/,1,Democrat,C,D
GA-34O7YY8_Ballinger_M,34O7YY8,2018,NA,0,Republican,I,R
GA-6Q0D54Y_Gilligan_S,6Q0D54Y,2018,http://www.votegilligan.com/,1,Republican,I,R
GA-8F2Q5U8_Tucker_A,8F2Q5U8,2018,https://www.anitaforgeorgia.com/,1,Democrat,C,D
GA-M1099DL_Jones_T,M1099DL,2018,http://jonesfor.us/,1,Republican,I,R
GA-IX92D92_Morris_M,IX92D92,2018,https://www.marcmorris.com/,1,Republican,I,R
GA-05CD75V_Hawkins_L,05CD75V,2018,NA,0,Republican,I,R
GA-L81Y2Z2_Stead_N,L81Y2Z2,2018,https://electnancystead.com/,1,Independent,C,O
GA-GI0480C_Dubnik_M,GI0480C,2018,http://www.dubnikforhouse.com/,1,Republican,I,R
GA-2O1C3H5_Hill_D,2O1C3H5,2018,NA,0,Republican,I,R
GA-014ZV6B_Watkins_A,014ZV6B,2018,http://alanaforgeorgia.com/,1,Democrat,C,D
GA-6K56C2F_Dunahoo_E,6K56C2F,2018,NA,0,Republican,I,R
GA-1L8U6R5_Benton_T,1L8U6R5,2018,http://www.tommybenton.com,1,Republican,I,R
GA-C5TI318_Powell_A,C5TI318,2018,NA,0,Republican,I,R
GA-JP3824I_McCall_T,JP3824I,2018,NA,0,Republican,I,R
GA-1799MEV_Southwell_M,1799MEV,2018,https://votesouthwell.com/,1,Democrat,C,D
GA-2HES078_Reeves_B,2HES078,2018,http://bertreeves.com/,1,Republican,I,R
GA-4C2H6I1_Castellana_S,4C2H6I1,2018,https://www.castellanaforgeorgia.com/,1,Democrat,C,D
GA-39Z4HX0_Setzler_E,39Z4HX0,2018,https://edsetzler.com/,1,Republican,I,R
GA-71Q1K3H_Ehrhart_G,71Q1K3H,2018,https://www.ginnyforgeorgia.com/,1,Republican,C,R
GA-0EW5L13_Slipakoff_J,0EW5L13,2018,https://www.electjenslipakoff.com/,1,Democrat,C,D
GA-5AS70W1_Williams_M,5AS70W1,2018,https://maryfranceswilliams.com/,1,Democrat,C,D
GA-578C7WX_Teasley_S,578C7WX,2018,http://www.samteasley.com/,1,Republican,I,R
GA-P5N0Q08_Wilkerson_D,P5N0Q08,2018,http://www.wilkersonforcobb.com/,1,Democrat,I,D
GA-S515C4D_Morrow_J,S515C4D,2018,NA,0,Republican,C,R
GA-1LL898R_Thomas_E,1LL898R,2018,NA,0,Democrat,I,D
GA-60ZT6Z8_Carpenter_K,60ZT6Z8,2018,http://www.kaseycarpenter.org/,1,Republican,I,R
GA-427PGO7_Bentley_M,427PGO7,2018,https://www.votemattbentley.com/,1,Republican,C,R
GA-7LEM299_Allen_E,7LEM299,2018,http://allenforgeorgia.com/,1,Democrat,C,D
GA-E0256AH_Harris_D,E0256AH,2018,https://vote4harris.org/,1,Republican,C,R
GA-5CC117R_Smith_M,5CC117R,2018,http://votemichaelsmith.net/,1,Democrat,I,D
GA-64W1H0C_Anulewicz_T,64W1H0C,2018,https://www.teriforgeorgia.com/,1,Democrat,I,D
GA-R18S1E3_Wakeman_L,R18S1E3,2018,https://www.electluisa.com/,1,Democrat,C,D
GA-3479XUJ_Cooper_S,3479XUJ,2018,http://www.sharoncooper.org/,1,Republican,I,R
GA-YTC2660_Allen_C,YTC2660,2018,http://electchinita.com/,1,Democrat,C,D
GA-B9N0S70_Parsons_D,B9N0S70,2018,http://www.donparsons.org/,1,Republican,I,R
GA-D8D746V_Johnson_E,D8D746V,2018,https://www.essencejohnson.com/,1,Democrat,C,D
GA-GU6O531_Dollar_M,GU6O531,2018,NA,0,Republican,I,R
GA-X743K0I_Carson_J,X743K0I,2018,http://votejohncarson.com/,1,Republican,I,R
GA-402G3GX_Sandiford_K,402G3GX,2018,https://karin4ga.com/,1,Democrat,C,D
GA-2N3RV38_Nugent_A,2N3RV38,2018,https://www.electandreanugent.com/,1,Democrat,C,D
GA-521W5DR_Jones_J,521W5DR,2018,http://janjonesforgeorgia.com/,1,Republican,I,R
GA-H1S8A09_Robichaux_M,H1S8A09,2018,http://electmaryrobichaux.com/,1,Democrat,C,D
GA-38JE4M5_Price_B,38JE4M5,2018,http://bettyprice4ga.com/,1,Republican,I,R
GA-T91KZ37_Bralley_K,T91KZ37,2018,https://bralleyforhouse.com/,1,Democrat,C,D
GA-QX19B23_Martin_C,QX19B23,2018,https://www.chuckmartinforgeorgia.com/,1,Republican,I,R
GA-01O4GX5_Rosser_B,01O4GX5,2018,https://www.rosserforgeorgia.com/,1,Democrat,C,D
GA-O72E4T8_Meadows_J,O72E4T8,2018,NA,0,Republican,I,R
GA-MT93R38_Kausche_A,MT93R38,2018,https://www.angelikaforgeorgia.com/,1,Democrat,C,D
GA-0B7W2M6_Stewart_K,0B7W2M6,2018,https://www.electkellystewart.com/,1,Republican,C,R
GA-31R4Z1U_Kaufman_A,31R4Z1U,2018,https://www.votealexkaufman.com/,1,Republican,C,R
GA-I74A8V9_McLaurin_J,I74A8V9,2018,http://www.joshforgeorgia.com/,1,Democrat,C,D
GA-5WX9U65_Roberts_S,5WX9U65,2018,https://www.sheaforgeorgia.com/,1,Democrat,C,D
GA-0Y3E7S6_Silcox_D,0Y3E7S6,2018,http://silcoxforgeorgia.com/,1,Republican,I,R
GA-771I1CY_Jones_S,771I1CY,2018,http://www.sheilajones.org/,1,Democrat,I,D
GA-01G2Y7F_Holland_B,01G2Y7F,2018,https://betsyforgeorgia.com/,1,Democrat,C,D
GA-POL5539_Beskin_B,POL5539,2018,http://bethbeskin.com/,1,Republican,I,R
GA-T984X2M_Metze_M,T984X2M,2018,NA,0,Democrat,I,D
GA-ZF1P276_Thomas_M,ZF1P276,2018,http://www.ablemable.com/,1,Democrat,I,D
GA-Z3628BD_Gardner_P,Z3628BD,2018,http://www.patgardner.org/,1,Democrat,I,D
GA-K3U29F3_Cannon_P,K3U29F3,2018,http://parkcannon58.com/,1,Democrat,I,D
GA-QY711E5_Dreyer_D,QY711E5,2018,http://www.dreyerforgeorgia.com/,1,Democrat,I,D
GA-93Y67FO_Ridley_J,93Y67FO,2018,NA,0,Republican,I,R
GA-0R5L23R_Schofield_K,0R5L23R,2018,https://staterepkim.com/,1,Democrat,I,D
GA-KLZ5427_Boddie_W,KLZ5427,2018,http://voteboddie62.com/,1,Democrat,I,D
GA-J9161XZ_Bazemore_D,J9161XZ,2018,http://debrabazemore.com/,1,Democrat,I,D
GA-61ZY78C_Jackson_D,61ZY78C,2018,https://www.votederrickjackson.com/,1,Democrat,I,D
GA-M2SR123_Beasley-Teague_S,M2SR123,2018,http://sharonbeasleyteague.wixsite.com/georgia,1,Democrat,I,D
GA-SW112M3_Alexander_K,SW112M3,2018,http://www.kimaalexander.com/,1,Democrat,I,D
GA-90G9CB9_Gravley_M,90G9CB9,2018,https://micahgravley.com/,1,Republican,I,R
GA-6H84F4P_Collins_J,6H84F4P,2018,NA,0,Republican,I,R
GA-311MC1Y_Nix_R,311MC1Y,2018,NA,0,Republican,I,R
GA-8GZ85R9_Day_R,8GZ85R9,2018,https://www.rickday.org/,1,Democrat,C,D
GA-M9E246I_Ralston_D,M9E246I,2018,http://voteralston.com/,1,Republican,I,R
GA-L38FY75_Smith_L,L38FY75,2018,http://www.lynnsmithforhouse.com/,1,Republican,I,R
GA-0ZR2S19_Thomason_T,0ZR2S19,2018,https://www.tomthomasonforgeorgiahouse.com/,1,Democrat,C,D
GA-032R6QL_Stover_D,032R6QL,2018,https://stoverforhouse.com/,1,Republican,I,R
GA-9B7PE24_Bonner_J,9B7PE24,2018,http://www.bonnerforstatehouse.com/,1,Republican,I,R
GA-2RD03C5_Mathiak_K,2RD03C5,2018,http://weneedkaren.com/,1,Republican,I,R
GA-G47ID81_Stovall_V,G47ID81,2018,http://gostovall.com/,1,Democrat,I,D
GA-M0K2Z94_Glanton_M,M0K2Z94,2018,NA,0,Democrat,I,D
GA-0GO693G_Scott_S,0GO693G,2018,NA,0,Democrat,I,D
GA-V767U7R_Burnough_R,V767U7R,2018,https://www.statereprhondaburnough.com/,1,Democrat,I,D
GA-2F66AC2_Douglas_D,2F66AC2,2018,NA,0,Democrat,I,D
GA-90V5R5Z_Wright_K,90V5R5Z,2018,https://wrightforstatehouse.com/,1,Republican,O,R
GA-0TQ8K87_Wilensky_M,0TQ8K87,2018,https://www.wilenskyforga.com/,1,Democrat,O,D
GA-66O9Z7F_Gurtler_M,66O9Z7F,2018,http://www.mattgurtler.com/,1,Republican,I,R
GA-8ISG520_Wilson_M,8ISG520,2018,http://www.matthewforgeorgia.com,1,Democrat,C,D
GA-5IB392V_Hanson_M,5IB392V,2018,http://hansonforhouse.com/,1,Republican,I,R
GA-B0OP400_Diehl_E,B0OP400,2018,https://www.ellendiehl.com/,1,Republican,C,R
GA-6A976ER_Holcomb_S,6A976ER,2018,https://www.votescottholcomb.com/,1,Democrat,I,D
GA-A137GU8_Oliver_M,A137GU8,2018,http://marymargaretoliver.org/,1,Democrat,I,D
GA-81U8KW3_Evans_B,81U8KW3,2018,https://www.beckyevans.com/,1,Democrat,O,D
GA-6Y7Q56H_Shannon_R,6Y7Q56H,2018,http://renittashannon.com/,1,Democrat,I,D
GA-A619P7G_Drenner_K,A619P7G,2018,NA,0,Democrat,I,D
GA-V68Q80Q_Henson_M,V68Q80Q,2018,http://www.repmichelehenson86.com/,1,Democrat,I,D
GA-6E76OX8_Davis_V,6E76OX8,2018,https://violadavis.com/,1,Democrat,O,D
GA-3HR7O83_Mitchell_B,3HR7O83,2018,NA,0,Democrat,I,D
GA-PL1724O_Nguyen_B,PL1724O,2018,https://www.beeforgeorgia.com/,1,Democrat,I,D
GA-D64F5U4_Tanner_K,D64F5U4,2018,http://www.votekevintanner.com/,1,Republican,I,R
GA-I69QC59_Swan_T,I69QC59,2018,http://takoshaswan.us/,1,Republican,C,R
GA-2EK73T0_Stephenson_P,2EK73T0,2018,NA,0,Democrat,I,D
GA-4V244AW_Jones_V,4V244AW,2018,NA,0,Democrat,I,D
GA-C4K43N3_Carter_D,C4K43N3,2018,http://doreencarter.com/,1,Democrat,I,D
GA-XZY8316_Kendrick_D,XZY8316,2018,http://www.kendrickforgeorgia.com/,1,Democrat,I,D
GA-J64QR38_Bennett_K,J64QR38,2018,http://www.karenbennettcares.org/,1,Democrat,I,D
GA-95C5PE9_Moore_B,95C5PE9,2018,https://www.mooreforgeorgia.com/,1,Democrat,C,D
GA-91B64WP_Hilton_S,91B64WP,2018,https://www.votescotthilton.com/,1,Republican,I,R
GA-9J8C22Y_Marin_P,9J8C22Y,2018,http://www.marinstatehouse.com/,1,Democrat,I,D
GA-3U31Z1W_Rich_B,3U31Z1W,2018,http://bonnierichforstatehouse.com/,1,Republican,O,R
GA-H528WL2_Yaqoob_A,H528WL2,2018,https://voteaisha.com/,1,Democrat,O,D
GA-E726O9K_Clark_D,E726O9K,2018,http://votedavidclark.com/,1,Republican,I,R
GA-K396B7H_Lopez_B,K396B7H,2018,http://votebrendalopez.com/,1,Democrat,I,D
GA-17T1AU2_Workman_S,17T1AU2,2018,https://www.workman4senate.com/,1,Democrat,C,D
GA-3QH2D07_Watson_B,3QH2D07,2018,http://www.benwatsonforsenate.com/,1,Republican,I,R
GA-22I04YN_Jones_E,22I04YN,2018,http://www.senatoremanueljones.com/s,1,Democrat,I,D
GA-889VH2F_Burke_D,889VH2F,2018,NA,0,Republican,I,R
GA-485CTB5_Sims_F,485CTB5,2018,NA,0,Democrat,I,D
GA-183YP7M_Kirk_G,183YP7M,2018,https://www.gregkirk.org/,1,Republican,I,R
GA-O8Z8G70_Kinsey_R,O8Z8G70,2018,https://kinseyfor14.com/,1,Democrat,C,D
GA-Z9BP133_Thompson_B,Z9BP133,2018,http://brucethompsonga.com/,1,Republican,I,R
GA-6R05WU4_Harbison_E,6R05WU4,2018,http://edharbison.com/,1,Democrat,I,D
GA-XD279M5_Lightle_B,XD279M5,2018,http://www.electbilllightle.com/,1,Democrat,C,D
GA-7K9F63T_Harbin_M,7K9F63T,2018,https://www.votemartyharbin.com/,1,Republican,I,R
GA-769PS1Z_Hatcher_P,769PS1Z,2018,http://phyllishatcher.com/,1,Democrat,C,D
GA-F9Z41I6_Strickland_B,F9Z41I6,2018,http://www.stricklandforgeorgia.com/,1,Republican,I,R
GA-6U4V10L_Kennedy_J,6U4V10L,2018,http://votejohnfkennedy.com/,1,Republican,I,R
