candidate_ID,assigned_ID,year,website_url,website_binary,party_full,incumbent_status,party_short
AZ-FTL2690_Hernandez_A,FTL2690,2020,https://www.almaforarizona.org/,1,Democrat,I,D
AZ-0YZ95I0_Fernandez_C,0YZ95I0,2020,http://charleneforarizona.com/,1,Democrat,I,D
AZ-V95BM51_Peten_G,V95BM51,2020,https://www.peten4people1st.com/,1,Democrat,I,D
AZ-9X8O3F1_John_J,9X8O3F1,2020,https://www.joeljohn.com/,1,Republican,C,R
AZ-37U37BL_Biasiucci_L,37U37BL,2020,http://leobiasiucci.com/,1,Republican,I,R
AZ-I6QF475_Cobb_R,I6QF475,2020,https://www.reginacobb.com/,1,Republican,I,R
AZ-V51FN39_Evans_C,V51FN39,2020,https://www.coralevansaz.com/,1,Democrat,C,D
AZ-5U9D0E1_Blackman_W,5U9D0E1,2020,https://www.waltblackman.gop/,1,Republican,I,R
AZ-A0Z6F31_Barton_B,A0Z6F31,2020,http://barton4az.com/,1,Republican,C,R
AZ-WX28K16_Babbott_A,WX28K16,2020,https://www.artforaz.com/,1,Independent,C,O
AZ-E5S97F3_Teller_A,E5S97F3,2020,NA,0,Democrat,I,D
AZ-74Y1BQ4_Tsosie_M,74Y1BQ4,2020,https://tsosield7.com/,1,Democrat,I,D
AZ-8G78MT9_Parks_J,8G78MT9,2020,https://jimparks4house.com/,1,Republican,C,R
AZ-9W83D1D_Peelman_D,9W83D1D,2020,https://peelmanforaz.com/,1,Republican,C,R
AZ-V1635MN_Wisener_D,V1635MN,2020,NA,0,Republican,C,R
AZ-48P3PX9_Girard_S,48P3PX9,2020,https://www.girardforarizona.com/,1,Democrat,C,D
AZ-4PF3K67_Lessard_C,4PF3K67,2020,NA,0,Democrat,C,D
AZ-8Q176SD_Cook_D,8Q176SD,2020,NA,0,Republican,I,R
AZ-MP65N29_Pratt_F,MP65N29,2020,http://realleadershipaz.com/,1,Republican,C,R
AZ-0O94Y4F_Friese_R,0O94Y4F,2020,http://www.drfrieseforhouse.com/,1,Democrat,I,D
AZ-16P72OP_Hannley_P,16P72OP,2020,https://powersforthepeople.net/,1,Democrat,I,D
AZ-JF7854Y_Lyons_B,JF7854Y,2020,https://www.lyons4az.com/,1,Republican,C,R
AZ-V6W640P_DeGrazia_D,V6W640P,2020,https://degraziaforarizona.com/,1,Democrat,I,D
AZ-E2M5A31_Hamilton_S,E2M5A31,2020,https://hamilton4house.com/,1,Democrat,C,D
AZ-G51I1G8_Gummere_M,G51I1G8,2020,https://hamilton4house.com/,1,Republican,C,R
AZ-5D4Y89W_Hicks_M,5D4Y89W,2020,https://www.hicks4tucson.com/,1,Republican,C,R
AZ-KLM1933_Perez_F,KLM1933,2020,https://perez4arizona.com/,1,Democrat,C,D
AZ-9K9B0O9_Finchem_M,9K9B0O9,2020,http://votefinchem.com/,1,Republican,I,R
AZ-7LE0V11_Roberts_B,7LE0V11,2020,https://votebretroberts.com/,1,Republican,I,R
AZ-0UF4Q25_Murphy_W,0UF4Q25,2020,NA,0,Republican,C,R
AZ-J8W690T_Clark_K,J8W690T,2020,NA,0,Democrat,C,D
AZ-1PAF140_Grantham_T,1PAF140,2020,http://granthamforaz.com/,1,Republican,I,R
AZ-3O87B1H_Hoffman_J,3O87B1H,2020,http://www.voteqc.com/,1,Republican,C,R
AZ-99C0Z6Q_Sandoval_M,99C0Z6Q,2020,https://sandovalforaz.com/,1,Democrat,C,D
AZ-8X270WA_Dunn_T,8X270WA,2020,https://www.timdunnaz.com/,1,Republican,I,R
AZ-48Y74ZE_Osborne_J,48Y74ZE,2020,http://osborneforarizona.com/,1,Republican,I,R
AZ-Z858R4R_Maestas-Condos_R,Z858R4R,2020,https://voteronnie4us.one/,1,Democrat,C,D
AZ-W7A0Z55_Moschetti_K,W7A0Z55,2020,https://kimmoschetti.com/,1,Democrat,C,D
AZ-4KU51I9_Hampton_J,4KU51I9,2020,NA,0,Democrat,C,D
AZ-9O45E6V_Griffin_G,9O45E6V,2020,NA,0,Republican,I,R
AZ-981RKC5_Nutt_B,981RKC5,2020,https://www.beckynutt.org/,1,Republican,I,R
AZ-NQ0I937_Dybvig-Pawelko_K,NQ0I937,2020,https://www.electkdp.com/,1,Democrat,C,D
AZ-9708TLA_Kaiser_S,9708TLA,2020,https://www.steve4az.com/,1,Republican,C,R
AZ-V7WE285_Wilmeth_J,V7WE285,2020,https://www.justinwilmethaz.com/,1,Republican,C,R
AZ-2R58SI9_Hunter_H,2R58SI9,2020,https://www.hunterforld16.com/,1,Democrat,C,D
AZ-5I25X7O_Fillmore_J,5I25X7O,2020,http://www.johnfillmore.com/,1,Republican,I,R
AZ-46MN86B_Parker_J,46MN86B,2020,https://www.electjacquelineparker.com/,1,Republican,C,R
AZ-D6Z48M9_Pawlik_J,D6Z48M9,2020,http://jenniferpawlik.nationbuilder.com/,1,Democrat,I,D
AZ-5A38M1E_Weninger_J,5A38M1E,2020,https://www.jeffweninger.com/,1,Republican,I,R
AZ-3KW01F0_Harris_L,3KW01F0,2020,https://www.votelizharris.com/,1,Republican,C,R
AZ-YA4226B_Epstein_D,YA4226B,2020,https://www.mitziepstein.com/,1,Democrat,I,D
AZ-O15AV86_Jermaine_J,O15AV86,2020,https://www.jermaine4house.com/,1,Democrat,I,D
AZ-S8W397E_Hawker_D,S8W397E,2020,NA,0,Republican,C,R
AZ-O377PE2_Robson_B,O377PE2,2020,https://www.robson2020.com/,1,Republican,C,R
AZ-35O90KO_Wilson_C,35O90KO,2020,https://www.writeinwilson.com/,1,Independent,C,O
AZ-BU03X71_Espinoza_D,BU03X71,2020,http://www.espinozaforhouse.com/,1,Democrat,I,D
AZ-PO43N04_Sierra_L,PO43N04,2020,http://www.sierraforaz.com/,1,Democrat,I,D
AZ-0A257WN_Quijada_J,0A257WN,2020,NA,0,Democrat,C,D
AZ-5P92XE9_Schwiebert_J,5P92XE9,2020,https://www.judyforaz.com/,1,Democrat,C,D
AZ-89UYB77_Bolick_S,89UYB77,2020,http://bolickforarizona.com/,1,Republican,I,R
AZ-1S6WJ93_Kern_A,1S6WJ93,2020,https://votekern.com/,1,Republican,I,R
AZ-6DA089O_Knecht_K,6DA089O,2020,http://www.electknecht.org/,1,Democrat,C,D
AZ-YZ22K46_Payne_K,YZ22K46,2020,http://electkevinpayne.com/,1,Republican,I,R
AZ-75DGL49_Pingerelli_B,75DGL49,2020,https://beverlypingerelli.org/,1,Republican,C,R
AZ-YZK0986_Garcia_W,YZK0986,2020,https://wendyforarizona.weebly.com/,1,Democrat,C,D
AZ-7RE8M28_Honne_M,7RE8M28,2020,https://www.honneforarizona.org/,1,Democrat,C,D
AZ-B796P8V_Carroll_F,B796P8V,2020,https://myvotecarroll.com/,1,Republican,I,R
AZ-00PU2C0_Toma_B,00PU2C0,2020,https://www.bentoma.com/,1,Republican,I,R
AZ-219QJT3_Kurland_E,219QJT3,2020,https://kurland23.com/,1,Democrat,C,D
AZ-C527C8N_Kavanagh_J,C527C8N,2020,https://www.electkavanagh.com/,1,Republican,I,R
AZ-51WCI07_Chaplik_J,51WCI07,2020,https://josephchaplik.com/,1,Republican,C,R
AZ-0LQ38E1_Romack_J,0LQ38E1,2020,http://joeromack.com/,1,Republican,C,R
AZ-T1O4S60_Longdon_J,T1O4S60,2020,http://jenlongdonforhouse.com/,1,Democrat,I,D
AZ-NW006V1_Shah_A,NW006V1,2020,https://www.amishforarizona.com/,1,Democrat,I,D
AZ-9M565ZQ_Sr._D,9M565ZQ,2020,NA,0,Republican,C,R
AZ-8R922SE_Cushman_R,8R922SE,2020,NA,0,Republican,C,R
AZ-HYS7795_Hug_S,HYS7795,2020,https://www.hugforhouse.com/,1,Democrat,C,D
AZ-45OLI44_Bowers_R,45OLI44,2020,http://www.bowersforaz.com/,1,Republican,I,R
AZ-0WH35V4_Udall_M,0WH35V4,2020,http://michelleudall.com/,1,Republican,I,R
AZ-76VHC95_Salman_A,76VHC95,2020,https://www.salmanforarizona.com/,1,Democrat,I,D
AZ-4XT4C76_Hernandez_M,4XT4C76,2020,http://michelleudall.com/,1,Democrat,C,D
AZ-S5974DV_Loughrige_B,S5974DV,2020,NA,0,Republican,C,R
AZ-MU1474T_Sifuentes_S,MU1474T,2020,NA,0,Republican,C,R
AZ-ZA1X910_Bolding_R,ZA1X910,2020,NA,0,Democrat,I,D
AZ-71ZJO06_Rodriguez_D,71ZJO06,2020,https://www.diegorodriguez.vote/,1,Democrat,I,D
AZ-NA_NA_NA,NA,2020,NA,0,Republican,C,R
AZ-MN5V699_Butler_K,MN5V699,2020,https://www.kellibutleraz.com/,1,Democrat,I,D
AZ-D023J6E_Lieberman_A,D023J6E,2020,https://aaron4az.com/,1,Democrat,I,D
AZ-9F6P81J_Bowers_K,9F6P81J,2020,https://www.votekenbowers.com/,1,Republican,C,R
AZ-NZ819P1_Jackson_J,NZ819P1,2020,https://www.janajackson4ld28.org/,1,Republican,C,R
AZ-N8HG284_Andrade_R,N8HG284,2020,http://www.richandrade.com/,1,Democrat,I,D
AZ-2ZQ634Z_Chavez_C,2ZQ634Z,2020,https://cesarchavezarizona.com/,1,Democrat,I,D
AZ-B193KE6_Bragg_B,B193KE6,2020,NA,0,Republican,C,R
AZ-9S2TH21_Fokszanskyj-Conti_H,9S2TH21,2020,NA,0,Republican,C,R
AZ-F06X5X0_Meza_R,F06X5X0,2020,http://www.mezaforarizona.com/,1,Democrat,I,D
AZ-WQK5409_Teran_R,WQK5409,2020,http://raquelteran.com/,1,Democrat,I,D
AR-Y50KB81_Dalby_C,Y50KB81,2020,NA,0,Republican,I,R
AR-6258CLX_Jean_L,6258CLX,2020,NA,0,Republican,I,R
AR-I5R16D3_Faulkner_L,I5R16D3,2020,NA,0,Democrat,C,D
AR-107EA1K_Watson_D,107EA1K,2020,NA,0,Republican,I,R
AR-3F03ON2_Vaught_D,3F03ON2,2020,NA,0,Republican,I,R
AR-TR3202Y_Fielding_D,TR3202Y,2020,NA,0,Democrat,I,D
AR-97Y1AR9_McDowell_C,97Y1AR9,2020,https://www.chasemcdowellforarkansas.com/,1,Republican,C,R
AR-39GC5B9_Shepherd_M,39GC5B9,2020,http://www.matthewshepherd.org/,1,Republican,I,R
AR-885NA0A_Calloway_G,885NA0A,2020,NA,0,Democrat,C,D
AR-Y4KF636_Barker_S,Y4KF636,2020,http://www.soniabarker.com/,1,Republican,I,R
AR-93IK17O_Ogburn_C,93IK17O,2020,NA,0,Democrat,C,D
AR-Z810U2G_Wardlaw_J,Z810U2G,2020,http://jeffwardlaw.com/,1,Republican,I,R
AR-S064IN6_Burch_L,S064IN6,2020,https://www.leanneburch.com/,1,Democrat,I,D
AR-ZPC9463_Beaty_H,ZPC9463,2020,NA,0,Republican,C,R
AR-30O2DH6_Holcomb_M,30O2DH6,2020,NA,0,Republican,I,R
AR-05Q74FK_Glover_D,05Q74FK,2020,NA,0,Democrat,I,D
AR-8Z58AI3_McElroy_M,8Z58AI3,2020,NA,0,Republican,C,R
AR-NY91R58_Wilson_J,NY91R58,2020,NA,0,Democrat,C,D
AR-7JW8J09_Richey_C,7JW8J09,2020,NA,0,Democrat,I,D
AR-LZ147M9_Tollett_D,LZ147M9,2020,NA,0,Republican,C,R
AR-V208G8R_Hillman_D,V208G8R,2020,NA,0,Republican,I,R
AR-8HC547I_Bransford_R,8HC547I,2020,NA,0,Democrat,C,D
AR-G998NO0_Lynch_R,G998NO0,2020,NA,0,Republican,I,R
AR-S2123XY_Jones_C,S2123XY,2020,NA,0,Independent,C,O
AR-N3F447Z_Bragg_K,N3F447Z,2020,NA,0,Republican,I,R
AR-5IY307R_Willems_W,5IY307R,2020,http://www.waynewillems.com/,1,Independent,C,O
AR-XL0L897_Ferguson_K,XL0L897,2020,NA,0,Democrat,I,D
AR-44B2RN1_Flowers_V,44B2RN1,2020,http://www.votevivianflowers.com/,1,Democrat,I,D
AR-8F0JP11_Womack_R,8F0JP11,2020,NA,0,Republican,I,R
AR-F88BN41_Gonzales_J,F88BN41,2020,NA,0,Republican,I,R
AR-1V2I5B5_Maddox_J,1V2I5B5,2020,NA,0,Republican,I,R
AR-4P92Y8F_Richmond_M,4P92Y8F,2020,NA,0,Republican,I,R
AR-WT144C3_McGrew_R,WT144C3,2020,https://www.richardmcgrewfordistrict22.com/,1,Republican,I,R
AR-21J5HV1_Bowers_J,21J5HV1,2020,https://www.bowersfordistrict22.com/,1,Independent,C,O
AR-9VV0X36_Johnson_N,9VV0X36,2020,NA,0,Independent,C,O
AR-U6FQ091_Fite_L,U6FQ091,2020,NA,0,Republican,I,R
AR-79IC9L7_Cozart_B,79IC9L7,2020,NA,0,Republican,I,R
AR-T98M93F_Warren_L,T98M93F,2020,NA,0,Republican,I,R
AR-B465KI9_Schimenti_J,B465KI9,2020,https://www.joyceschimenti.com/,1,Democrat,C,D
AR-Z7V38V6_McClure_R,Z7V38V6,2020,https://rick26.com/,1,Republican,C,R
AR-L37G0H9_Mayberry_J,L37G0H9,2020,NA,0,Republican,I,R
AR-48A3DM5_Fults_G,48A3DM5,2020,NA,0,Independent,C,O
AR-KO358G6_Furman_T,KO358G6,2020,https://www.tonyfurman.com/,1,Republican,C,R
AR-I1Q21S5_Ashley_P,I1Q21S5,2020,NA,0,Independent,C,O
AR-F5KU920_Love_F,F5KU920,2020,http://www.fred-love.org/,1,Democrat,I,D
AR-420HKQ1_Allen_F,420HKQ1,2020,NA,0,Democrat,I,D
AR-342JI5A_Rajendran_M,342JI5A,2020,https://www.mazhilrajendran.com/,1,Democrat,C,D
AR-7D29HC3_Brooks_K,7D29HC3,2020,NA,0,Republican,C,R
AR-V1K1T84_Furrer_S,V1K1T84,2020,NA,0,Independent,C,O
AR-14VAB68_Hudson_A,14VAB68,2020,https://www.ashleyforarkansas.com/,1,Democrat,C,D
AR-L595L8G_Sorvillo_J,L595L8G,2020,http://sorvillo4house.com/,1,Republican,I,R
AR-P8TW574_McCullough_T,P8TW574,2020,NA,0,Democrat,I,D
AR-S5Q547Q_Springer_J,S5Q547Q,2020,NA,0,Democrat,I,D
AR-41FSN15_Talley_R,41FSN15,2020,https://www.rodericktalley.com/,1,Independent,C,O
AR-ABT1332_Collins_A,ABT1332,2020,http://www.andrewcollinsar.com/,1,Democrat,I,D
AR-M9K39N0_Ennett_D,M9K39N0,2020,NA,0,Democrat,I,D
AR-O873JJ8_Scott_J,O873JJ8,2020,http://jamiescottforarkansas.com/,1,Democrat,I,D
AR-O001QO7_Stallings_M,O001QO7,2020,https://www.firefighterstallings.com/,1,Democrat,C,D
AR-4FP0E70_Wing_C,4FP0E70,2020,http://www.carltonwing.com/,1,Republican,I,R
AR-E063N4M_Applegate_K,E063N4M,2020,https://applegateforarkansas.com/,1,Democrat,C,D
AR-9V11G7B_Lowery_M,9V11G7B,2020,NA,0,Republican,I,R
AR-8PNO090_Ray_D,8PNO090,2020,https://rayforarkansas.com/,1,Republican,C,R
AR-42A2D3I_Dougan_A,42A2D3I,2020,NA,0,Independent,C,O
AR-GM22C79_Dougan_D,GM22C79,2020,NA,0,Independent,C,O
AR-2J1R25T_Cotton_J,2J1R25T,2020,https://www.janniemcotton.com/,1,Democrat,C,D
AR-ZG6H645_Brown_K,ZG6H645,2020,NA,0,Republican,I,R
AR-I84F0N2_Perry_M,I84F0N2,2020,NA,0,Democrat,I,D
AR-F057EH1_Evans_B,F057EH1,2020,NA,0,Republican,I,R
AR-P3304ZO_Govens_R,P3304ZO,2020,NA,0,Democrat,C,D
AR-1G7G7O5_Cooper_C,1G7G7O5,2020,NA,0,Republican,I,R
AR-8G1I26J_Wooten_J,8G1I26J,2020,NA,0,Republican,I,R
AR-6PG33T5_Eaves_L,6PG33T5,2020,NA,0,Republican,I,R
AR-80A12CE_Christiansen_C,80A12CE,2020,NA,0,Republican,I,R
AR-T768CN8_Murdock_R,T768CN8,2020,NA,0,Democrat,I,D
AR-82BS2D2_Reeves_J,82BS2D2,2020,NA,0,Democrat,C,D
AR-F293X0B_Hollowell_S,F293X0B,2020,NA,0,Republican,I,R
AR-JRZ2082_Nicks_M,JRZ2082,2020,NA,0,Democrat,I,D
AR-07OZB12_Ferguson_D,07OZB12,2020,NA,0,Democrat,I,D
AR-7A5IE92_Tosh_D,7A5IE92,2020,NA,0,Republican,I,R
AR-FH47P58_Only_S,FH47P58,2020,NA,0,Democrat,C,D
AR-JP33S03_Milligan_J,JP33S03,2020,NA,0,Republican,C,R
AR-83A3T2D_Rye_J,83A3T2D,2020,NA,0,Republican,I,R
AR-G9YR781_Hodges_M,G9YR781,2020,NA,0,Democrat,I,D
AR-W1M251H_Tobar_G,W1M251H,2020,http://garytobarfor55.com/,1,Republican,C,R
AR-701FOX9_Jett_J,701FOX9,2020,https://www.joejett.com/,1,Republican,I,R
AR-Q66HQ98_Gazaway_J,Q66HQ98,2020,http://www.jimmygazaway.com/,1,Republican,I,R
AR-O734OL4_Burton_J,O734OL4,2020,https://burtonforarkansas.com/,1,Democrat,C,D
AR-79K87BJ_Smith_B,79K87BJ,2020,NA,0,Republican,I,R
AR-O03JF51_Prunty_R,O03JF51,2020,https://pruntyforarkansas.com/,1,Democrat,C,D
AR-R2V13M3_Ladyman_J,R2V13M3,2020,NA,0,Republican,I,R
AR-0O5M37S_Cavenaugh_F,0O5M37S,2020,http://francavenaugh.com/,1,Republican,I,R
AR-0QG231I_Davis_M,0QG231I,2020,NA,0,Republican,I,R
AR-G44OV09_Gray_M,G44OV09,2020,NA,0,Republican,I,R
AR-7A5P7J9_Smith_S,7A5P7J9,2020,NA,0,Republican,I,R
AR-1G5WU57_Payton_J,1G5WU57,2020,NA,0,Republican,I,R
AR-GNL6743_Norman_D,GNL6743,2020,https://www.norman4rep.com/,1,Democrat,C,D
AR-5Y2BB01_Beck_R,5Y2BB01,2020,http://www.rickbeck.org/,1,Republican,I,R
AR-62X4MN8_Miller_J,62X4MN8,2020,NA,0,Republican,I,R
AR-9UV090O_Wilson_S,9UV090O,2020,NA,0,Democrat,C,D
AR-0S3TA59_Meeks_S,0S3TA59,2020,http://www.stephenmeeks.org/,1,Republican,I,R
AR-H5EW920_Hassell_L,H5EW920,2020,https://www.lisahassell.com/,1,Democrat,C,D
AR-D4514TL_Berry_S,D4514TL,2020,NA,0,Republican,I,R
AR-M250BV5_Pilkington_A,M250BV5,2020,NA,0,Republican,I,R
AR-LY9548A_Hawks_S,LY9548A,2020,NA,0,Republican,I,R
AR-053Y4CH_Cloud_J,053Y4CH,2020,http://drjoecloud.com/,1,Republican,I,R
AR-63A2TJ3_Magie_S,63A2TJ3,2020,https://stevemagie.net/,1,Democrat,I,D
AR-0TK5M14_Phillips_J,0TK5M14,2020,https://www.jamesbphillips.com/,1,Republican,C,R
AR-3GI8B50_Bentley_M,3GI8B50,2020,http://www.marybentleyar.com/,1,Republican,I,R
AR-W757CS1_Anteski_J,W757CS1,2020,https://www.juneforarkansas.com/,1,Democrat,C,D
AR-GI53W89_Eubanks_J,GI53W89,2020,NA,0,Republican,I,R
AR-T1R60H4_Johnson_L,T1R60H4,2020,NA,0,Republican,I,R
AR-BN5E869_Harwell_C,BN5E869,2020,NA,0,Democrat,C,D
AR-G6B818M_Crawford_C,G6B818M,2020,NA,0,Republican,I,R
AR-737TYH5_Boyd_J,737TYH5,2020,http://www.boyd4ar.com/,1,Republican,I,R
AR-79S27AV_Edwards_S,79S27AV,2020,http://www.stephenedwards2020.com/,1,Independent,C,O
AR-UU1497G_Richardson_J,UU1497G,2020,NA,0,Democrat,I,D
AR-Z7O089Z_Deffenbaugh_G,Z7O089Z,2020,NA,0,Republican,I,R
AR-K058H8Q_Sharp_L,K058H8Q,2020,https://www.loureedsharp.com/,1,Democrat,C,D
AR-49HKK18_Fite_C,49HKK18,2020,NA,0,Republican,I,R
AR-TU7O148_Coleman_B,TU7O148,2020,NA,0,Republican,I,R
AR-JG8A577_Faulkenberry_G,JG8A577,2020,https://www.gwenforarkansas.com/,1,Democrat,C,D
AR-F51Y5V9_Berry_M,F51Y5V9,2020,https://markhberry.com/,1,Republican,C,R
AR-48W9AL4_Slape_K,48W9AL4,2020,NA,0,Republican,I,R
AR-52K3GC0_Garner_D,52K3GC0,2020,https://denisegarner.org/,1,Democrat,I,D
AR-BU6165T_Whitaker_D,BU6165T,2020,http://whitakerfor85.com/,1,Democrat,I,D
AR-Y969NB9_Hester_B,Y969NB9,2020,https://www.hesterforstaterep.com/,1,Republican,C,R
AR-K2767XA_Clowney_N,K2767XA,2020,https://www.nicoleclowney.org/,1,Democrat,I,D
AR-NJ7763W_LaTour_J,NJ7763W,2020,NA,0,Republican,C,R
AR-69W1PL8_Bennett-Spears_M,69W1PL8,2020,https://www.michaelforarkansas.com/,1,Democrat,C,D
AR-GRD2550_Lundstrum_R,GRD2550,2020,http://lundstrum4arkansas.com/,1,Republican,I,R
AR-IA702W1_Woods_H,IA702W1,2020,https://www.hawleyforarkansas.com/,1,Democrat,C,D
AR-J991V2S_Penzo_C,J991V2S,2020,NA,0,Republican,I,R
AR-8T06W1Q_Godfrey_M,8T06W1Q,2020,https://www.meganforarkansas.com/,1,Democrat,I,D
AR-2R1U83N_Duggar_J,2R1U83N,2020,https://www.jedduggar.com/,1,Republican,C,R
AR-J55DI89_Krout_K,J55DI89,2020,https://kellyforarkansas.com/,1,Democrat,C,D
AR-9U561AT_Underwood_K,9U561AT,2020,https://www.underwood4arkansas.com/,1,Republican,C,R
AR-XE83C29_Jones_N,XE83C29,2020,https://www.nickforarkansas.com/,1,Democrat,C,D
AR-7FAO136_Haak_D,7FAO136,2020,https://www.deliahaak.com/,1,Republican,C,R
AR-66UW7E8_McKenzie_G,66UW7E8,2020,NA,0,Republican,I,R
AR-67EZM25_Bonilla_D,67EZM25,2020,https://www.daisybonillaforarkansas.org/,1,Democrat,C,D
AR-R5Q42K6_Dotson_J,R5Q42K6,2020,NA,0,Republican,I,R
AR-XAD3980_Huffman-Gilreath_J,XAD3980,2020,https://www.jeneforarkansas.com/,1,Democrat,C,D
AR-20YV48V_Carr_J,20YV48V,2020,https://johncarrforarkansas.com/,1,Republican,C,R
AR-L7L89D0_McCollum_A,L7L89D0,2020,https://www.mccollumforarkansas.com/,1,Republican,I,R
AR-TK7761E_Comstock_J,TK7761E,2020,https://www.joncomstockforarkansas.com/,1,Democrat,C,D
AR-X1W4G30_Bryant_J,X1W4G30,2020,https://www.bryantforarkansas.com/,1,Republican,C,R
AR-H719BD9_Bell_S,H719BD9,2020,https://www.suziebell.org/,1,Democrat,C,D
AR-4R17W2H_Breaux_H,4R17W2H,2020,NA,0,Republican,I,R
AR-8H0WH32_McNair_R,8H0WH32,2020,NA,0,Republican,I,R
AR-7B6Q36W_Fortner_J,7B6Q36W,2020,NA,0,Republican,I,R
AR-J18T9B0_Speaks_N,J18T9B0,2020,NA,0,Republican,I,R
AR-P2F37Y2_Vornheder_K,P2F37Y2,2020,NA,0,Independent,C,O
CA-9L724DB_Betancourt_E,9L724DB,2020,https://betancourtforassembly.com/,1,Democrat,C,D
CA-7J45B5M_Dahle_M,7J45B5M,2020,https://www.votemegandahle.com/,1,Republican,I,R
CA-N287GA4_Wood_J,N287GA4,2020,http://www.jim-wood.com/,1,Democrat,I,D
CA-9F27MD0_Svolos_C,9F27MD0,2020,http://svolos4assembly.com/,1,Republican,C,R
CA-HT6439C_Henson_J,HT6439C,2020,https://www.hensonforassembly.com/,1,Democrat,C,D
CA-2P7RY61_Gallagher_J,2P7RY61,2020,http://www.gallagherforassembly.com/,1,Republican,I,R
CA-J5A74H2_Aguiar-Curry_C,J5A74H2,2020,http://www.ceciliaforassembly.com/,1,Democrat,I,D
CA-WM9045O_Nelson_M,WM9045O,2020,https://electmattnelson.com/,1,Republican,C,R
CA-N79U82E_Bigelow_F,N79U82E,2020,NA,0,Republican,I,R
CA-229GC1C_Smith_J,229GC1C,2020,https://www.smith4assembly.com/,1,Democrat,C,D
CA-7W9AE94_Kiley_K,7W9AE94,2020,https://electkevinkiley.com/,1,Republican,I,R
CA-80QT91N_McCarty_K,80QT91N,2020,NA,0,Democrat,I,D
CA-U2867KS_Just_J,U2867KS,2020,https://just4assembly.com/,1,Independent,C,O
CA-6Y54HU4_Cooley_K,6Y54HU4,2020,http://www.kencooley.com/,1,Democrat,I,D
CA-5BO7X18_Cook_C,5BO7X18,2020,https://www.cookforassembly.com/,1,Republican,C,R
CA-IT76R58_Cooper_J,IT76R58,2020,http://www.cooperforassembly.com/,1,Democrat,I,D
CA-3VB816M_Rigard_E,3VB816M,2020,https://www.rigardforassembly.com/,1,Republican,C,R
CA-14ALR04_Levine_M,14ALR04,2020,http://www.marclevine.org/,1,Democrat,I,D
CA-409LN7Q_Jacobi_V,409LN7Q,2020,http://www.ronijacobi.com,1,Democrat,C,D
CA-G242AP6_Frazier_J,G242AP6,2020,http://jimfrazierforassembly.com/,1,Democrat,I,D
CA-86S95ZK_Schwab_D,86S95ZK,2020,NA,0,Republican,C,R
CA-B41Q84Z_Akinjo_P,B41Q84Z,2020,https://www.paulakinjo.com/,1,Democrat,C,D
CA-5A024BF_Flora_H,5A024BF,2020,https://heathflora.com/,1,Republican,I,R
CA-679W3QI_Miller_K,679W3QI,2020,https://www.electkathymiller.com/,1,Democrat,C,D
CA-PS6R962_Villapudua_C,PS6R962,2020,https://carlos2020.com/,1,Democrat,C,D
CA-1NE985Q_Grayson_T,1NE985Q,2020,https://graysonforassembly.com/,1,Democrat,I,D
CA-I86Y28C_Proctor_J,I86Y28C,2020,https://proctor4assembly.com/,1,Republican,C,R
CA-9MIA642_Wicks_B,9MIA642,2020,https://buffywicks.com/,1,Democrat,I,D
CA-WX3Y904_Brink_S,WX3Y904,2020,https://www.sarabrinkforad15.com/,1,Independent,C,O
CA-D0E508G_Bauer-Kahan_R,D0E508G,2020,https://www.rebeccabauerkahan.com/,1,Democrat,I,D
CA-G9281UQ_Rubay_J,G9281UQ,2020,https://www.joerubay.com/,1,Republican,C,R
CA-7OR238L_Chiu_D,7OR238L,2020,http://www.votedavidchiu.com/,1,Democrat,I,D
CA-107V5XL_#VALUE!_#VALUE!,107V5XL,2020,NA,0,Independent,C,O
CA-Z14GC60_Bonta_R,Z14GC60,2020,http://www.robbonta.com/,1,Democrat,I,D
CA-429U9AA_Slauson_S,429U9AA,2020,NA,0,Republican,C,R
CA-6S29MF4_Ting_P,6S29MF4,2020,http://www.philting.com/,1,Democrat,I,D
CA-51C7D5E_McDonnell_J,51C7D5E,2020,http://johnmcdonnellforassembly.com/,1,Republican,C,R
CA-8H9O9L3_Quirk_B,8H9O9L3,2020,https://www.reelectbillquirk.com/,1,Democrat,I,D
CA-F2806ND_Villalobos_A,F2806ND,2020,https://www.alexis2020.com/,1,Democrat,C,D
CA-RC911J8_Gray_A,RC911J8,2020,http://www.adamgrayforassembly.com/,1,Democrat,I,D
CA-00NE23T_Campos_J,00NE23T,2020,https://joelcampos.com/,1,Republican,C,R
CA-96WG2S2_Mullin_K,96WG2S2,2020,http://kevinmullin.com/,1,Democrat,I,D
CA-K72G03K_Gilham_M,K72G03K,2020,https://sa22.org/,1,Republican,C,R
CA-25OYD47_Patterson_J,25OYD47,2020,NA,0,Republican,I,R
CA-C5PV237_Berman_M,C5PV237,2020,https://www.voteberman.com/,1,Democrat,I,D
CA-74NM84K_Ohtaki_P,74NM84K,2020,https://www.peterohtaki.com/,1,Republican,C,R
CA-97U36JA_Lee_A,97U36JA,2020,https://www.votealexlee.com/,1,Democrat,C,D
CA-PR1397S_Brunton_B,PR1397S,2020,http://votebobbruntonforassembly.com/,1,Republican,C,R
CA-11AGO62_Phelps_D,11AGO62,2020,https://www.drewphelps.com/,1,Democrat,C,D
CA-558UAK9_Mathis_D,558UAK9,2020,http://devonmathis.com/,1,Republican,I,R
